continent,location,date,new_vaccinations
Africa,Burkina Faso,7/17/2020,
Africa,Burkina Faso,7/18/2020,
Africa,Burkina Faso,7/19/2020,
Africa,Burkina Faso,7/20/2020,
Africa,Burkina Faso,7/21/2020,
Africa,Burkina Faso,7/22/2020,
Africa,Burkina Faso,7/23/2020,
Africa,Burkina Faso,7/24/2020,
Africa,Burkina Faso,7/25/2020,
Africa,Burkina Faso,7/26/2020,
Africa,Burkina Faso,7/27/2020,
Africa,Burkina Faso,7/28/2020,
Africa,Burkina Faso,7/29/2020,
Africa,Burkina Faso,7/30/2020,
Africa,Burkina Faso,7/31/2020,
Africa,Burkina Faso,8/1/2020,
Africa,Burkina Faso,8/2/2020,
Africa,Burkina Faso,8/3/2020,
Africa,Burkina Faso,8/4/2020,
Africa,Burkina Faso,8/5/2020,
Africa,Burkina Faso,8/6/2020,
Africa,Burkina Faso,8/7/2020,
Africa,Burkina Faso,8/8/2020,
Africa,Burkina Faso,8/9/2020,
Africa,Burkina Faso,8/10/2020,
Africa,Burkina Faso,8/11/2020,
Africa,Burkina Faso,8/12/2020,
Africa,Burkina Faso,8/13/2020,
Africa,Burkina Faso,8/14/2020,
Africa,Burkina Faso,8/15/2020,
Africa,Burkina Faso,8/16/2020,
Africa,Burkina Faso,8/17/2020,
Africa,Burkina Faso,8/18/2020,
Africa,Burkina Faso,8/19/2020,
Africa,Burkina Faso,8/20/2020,
Africa,Burkina Faso,8/21/2020,
Africa,Burkina Faso,8/22/2020,
Africa,Burkina Faso,8/23/2020,
Africa,Burkina Faso,8/24/2020,
Africa,Burkina Faso,8/25/2020,
Africa,Burkina Faso,8/26/2020,
Africa,Burkina Faso,8/27/2020,
Africa,Burkina Faso,8/28/2020,
Africa,Burkina Faso,8/29/2020,
Africa,Burkina Faso,8/30/2020,
Africa,Burkina Faso,8/31/2020,
Africa,Burkina Faso,9/1/2020,
Africa,Burkina Faso,9/2/2020,
Africa,Burkina Faso,9/3/2020,
Africa,Burkina Faso,9/4/2020,
Africa,Burkina Faso,9/5/2020,
Africa,Burkina Faso,9/6/2020,
Africa,Burkina Faso,9/7/2020,
Africa,Burkina Faso,9/8/2020,
Africa,Burkina Faso,9/9/2020,
Africa,Burkina Faso,9/10/2020,
Africa,Burkina Faso,9/11/2020,
Africa,Burkina Faso,9/12/2020,
Africa,Burkina Faso,9/13/2020,
Africa,Burkina Faso,9/14/2020,
Africa,Burkina Faso,9/15/2020,
Africa,Burkina Faso,9/16/2020,
Africa,Burkina Faso,9/17/2020,
Africa,Burkina Faso,9/18/2020,
Africa,Burkina Faso,9/19/2020,
Africa,Burkina Faso,9/20/2020,
Africa,Burkina Faso,9/21/2020,
Africa,Burkina Faso,9/22/2020,
Africa,Burkina Faso,9/23/2020,
Africa,Burkina Faso,9/24/2020,
Africa,Burkina Faso,9/25/2020,
Africa,Burkina Faso,9/26/2020,
Africa,Burkina Faso,9/27/2020,
Africa,Burkina Faso,9/28/2020,
Africa,Burkina Faso,9/29/2020,
Africa,Burkina Faso,9/30/2020,
Africa,Burkina Faso,10/1/2020,
Africa,Burkina Faso,10/2/2020,
Africa,Burkina Faso,10/3/2020,
Africa,Burkina Faso,10/4/2020,
Africa,Burkina Faso,10/5/2020,
Africa,Burkina Faso,10/6/2020,
Africa,Burkina Faso,10/7/2020,
Africa,Burkina Faso,10/8/2020,
Africa,Burkina Faso,10/9/2020,
Africa,Burkina Faso,10/10/2020,
Africa,Burkina Faso,10/11/2020,
Africa,Burkina Faso,10/12/2020,
Africa,Burkina Faso,10/13/2020,
Africa,Burkina Faso,10/14/2020,
Africa,Burkina Faso,10/15/2020,
Africa,Burkina Faso,10/16/2020,
Africa,Burkina Faso,10/17/2020,
Africa,Burkina Faso,10/18/2020,
Africa,Burkina Faso,10/19/2020,
Africa,Burkina Faso,10/20/2020,
Africa,Burkina Faso,10/21/2020,
Africa,Burkina Faso,10/22/2020,
Africa,Burkina Faso,10/23/2020,
Africa,Burkina Faso,10/24/2020,
Africa,Burkina Faso,10/25/2020,
Africa,Burkina Faso,10/26/2020,
Africa,Burkina Faso,10/27/2020,
Africa,Burkina Faso,10/28/2020,
Africa,Burkina Faso,10/29/2020,
Africa,Burkina Faso,10/30/2020,
Africa,Burkina Faso,10/31/2020,
Africa,Burkina Faso,11/1/2020,
Africa,Burkina Faso,11/2/2020,
Africa,Burkina Faso,11/3/2020,
Africa,Burkina Faso,11/4/2020,
Africa,Burkina Faso,11/5/2020,
Africa,Burkina Faso,11/6/2020,
Africa,Burkina Faso,11/7/2020,
Africa,Burkina Faso,11/8/2020,
Africa,Burkina Faso,11/9/2020,
Africa,Burkina Faso,11/10/2020,
Africa,Burkina Faso,11/11/2020,
Africa,Burkina Faso,11/12/2020,
Africa,Burkina Faso,11/13/2020,
Africa,Burkina Faso,11/14/2020,
Africa,Burkina Faso,11/15/2020,
Africa,Burkina Faso,11/16/2020,
Africa,Burkina Faso,11/17/2020,
Africa,Burkina Faso,11/18/2020,
Africa,Burkina Faso,11/19/2020,
Africa,Burkina Faso,11/20/2020,
Africa,Burkina Faso,11/21/2020,
Africa,Burkina Faso,11/22/2020,
Africa,Burkina Faso,11/23/2020,
Africa,Burkina Faso,11/24/2020,
Africa,Burkina Faso,11/25/2020,
Africa,Burkina Faso,11/26/2020,
Africa,Burkina Faso,11/27/2020,
Africa,Burkina Faso,11/28/2020,
Africa,Burkina Faso,11/29/2020,
Africa,Burkina Faso,11/30/2020,
Africa,Burkina Faso,12/1/2020,
Africa,Burkina Faso,12/2/2020,
Africa,Burkina Faso,12/3/2020,
Africa,Burkina Faso,12/4/2020,
Africa,Burkina Faso,12/5/2020,
Africa,Burkina Faso,12/6/2020,
Africa,Burkina Faso,12/7/2020,
Africa,Burkina Faso,12/8/2020,
Africa,Burkina Faso,12/9/2020,
Africa,Burkina Faso,12/10/2020,
Africa,Burkina Faso,12/11/2020,
Africa,Burkina Faso,12/12/2020,
Africa,Burkina Faso,12/13/2020,
Africa,Burkina Faso,12/14/2020,
Africa,Burkina Faso,12/15/2020,
Africa,Burkina Faso,12/16/2020,
Africa,Burkina Faso,12/17/2020,
Africa,Burkina Faso,12/18/2020,
Africa,Burkina Faso,12/19/2020,
Africa,Burkina Faso,12/20/2020,
Africa,Burkina Faso,12/21/2020,
Africa,Burkina Faso,12/22/2020,
Africa,Burkina Faso,12/23/2020,
Africa,Burkina Faso,12/24/2020,
Africa,Burkina Faso,12/25/2020,
Africa,Burkina Faso,12/26/2020,
Africa,Burkina Faso,12/27/2020,
Africa,Burkina Faso,12/28/2020,
Africa,Burkina Faso,12/29/2020,
Africa,Burkina Faso,12/30/2020,
Africa,Burkina Faso,12/31/2020,
Africa,Burkina Faso,1/1/2021,
Africa,Burkina Faso,1/2/2021,
Africa,Burkina Faso,1/3/2021,
Africa,Burkina Faso,1/4/2021,
Africa,Burkina Faso,1/5/2021,
Africa,Burkina Faso,1/6/2021,
Africa,Burkina Faso,1/7/2021,
Africa,Burkina Faso,1/8/2021,
Africa,Burkina Faso,1/9/2021,
Africa,Burkina Faso,1/10/2021,
Africa,Burkina Faso,1/11/2021,
Africa,Burkina Faso,1/12/2021,
Africa,Burkina Faso,1/13/2021,
Africa,Burkina Faso,1/14/2021,
Africa,Burkina Faso,1/15/2021,
Africa,Burkina Faso,1/16/2021,
Africa,Burkina Faso,1/17/2021,
Africa,Burkina Faso,1/18/2021,
Africa,Burkina Faso,1/19/2021,
Africa,Burkina Faso,1/20/2021,
Africa,Burkina Faso,1/21/2021,
Africa,Burkina Faso,1/22/2021,
Africa,Burkina Faso,1/23/2021,
Africa,Burkina Faso,1/24/2021,
Africa,Burkina Faso,1/25/2021,
Africa,Burkina Faso,1/26/2021,
Africa,Burkina Faso,1/27/2021,
Africa,Burkina Faso,1/28/2021,
Africa,Burkina Faso,1/29/2021,
Africa,Burkina Faso,1/30/2021,
Africa,Burkina Faso,1/31/2021,
Africa,Burkina Faso,2/1/2021,
Africa,Burkina Faso,2/2/2021,
Africa,Burkina Faso,2/3/2021,
Africa,Burkina Faso,2/4/2021,
Africa,Burkina Faso,2/5/2021,
Africa,Burkina Faso,2/6/2021,
Africa,Burkina Faso,2/7/2021,
Africa,Burkina Faso,2/8/2021,
Africa,Burkina Faso,2/9/2021,
Africa,Burkina Faso,2/10/2021,
Africa,Burkina Faso,2/11/2021,
Africa,Burkina Faso,2/12/2021,
Africa,Burkina Faso,2/13/2021,
Africa,Burkina Faso,2/14/2021,
Africa,Burkina Faso,2/15/2021,
Africa,Burkina Faso,2/16/2021,
Africa,Burkina Faso,2/17/2021,
Africa,Burkina Faso,2/18/2021,
Africa,Burkina Faso,2/19/2021,
Africa,Burkina Faso,2/20/2021,
Africa,Burkina Faso,2/21/2021,
Africa,Burkina Faso,2/22/2021,
Africa,Burkina Faso,2/23/2021,
Africa,Burkina Faso,2/24/2021,
Africa,Burkina Faso,2/25/2021,
Africa,Burkina Faso,2/26/2021,
Africa,Burkina Faso,2/27/2021,
Africa,Burkina Faso,2/28/2021,
Africa,Burkina Faso,3/1/2021,
Africa,Burkina Faso,3/2/2021,
Africa,Burkina Faso,3/3/2021,
Africa,Burkina Faso,3/4/2021,
Africa,Burkina Faso,3/5/2021,
Africa,Burkina Faso,3/6/2021,
Africa,Burkina Faso,3/7/2021,
Africa,Burkina Faso,3/8/2021,
Africa,Burkina Faso,3/9/2021,
Africa,Burkina Faso,3/10/2021,
Africa,Burkina Faso,3/11/2021,
Africa,Burkina Faso,3/12/2021,
Africa,Burkina Faso,3/13/2021,
Africa,Burkina Faso,3/14/2021,
Africa,Burkina Faso,3/15/2021,
Africa,Burkina Faso,3/16/2021,
Africa,Burkina Faso,3/17/2021,
Africa,Burkina Faso,3/18/2021,
Africa,Burkina Faso,3/19/2021,
Africa,Burkina Faso,3/20/2021,
Africa,Burkina Faso,3/21/2021,
Africa,Burkina Faso,3/22/2021,
Africa,Burkina Faso,3/23/2021,
Africa,Burkina Faso,3/24/2021,
Africa,Burkina Faso,3/25/2021,
Africa,Burkina Faso,3/26/2021,
Africa,Burkina Faso,3/27/2021,
Africa,Burkina Faso,3/28/2021,
Africa,Burkina Faso,3/29/2021,
Africa,Burkina Faso,3/30/2021,
Africa,Burkina Faso,3/31/2021,
Africa,Burkina Faso,4/1/2021,
Africa,Burkina Faso,4/2/2021,
Africa,Burkina Faso,4/3/2021,
Africa,Burkina Faso,4/4/2021,
Africa,Burkina Faso,4/5/2021,
Africa,Burkina Faso,4/6/2021,
Africa,Burkina Faso,4/7/2021,
Africa,Burkina Faso,4/8/2021,
Africa,Burkina Faso,4/9/2021,
Africa,Burkina Faso,4/10/2021,
Africa,Burkina Faso,4/11/2021,
Africa,Burkina Faso,4/12/2021,
Africa,Burkina Faso,4/13/2021,
Africa,Burkina Faso,4/14/2021,
Africa,Burkina Faso,4/15/2021,
Africa,Burkina Faso,4/16/2021,
Africa,Burkina Faso,4/17/2021,
Africa,Burkina Faso,4/18/2021,
Africa,Burkina Faso,4/19/2021,
Africa,Burkina Faso,4/20/2021,
Africa,Burkina Faso,4/21/2021,
Africa,Burkina Faso,4/22/2021,
Africa,Burkina Faso,4/23/2021,
Africa,Burkina Faso,4/24/2021,
Africa,Burkina Faso,4/25/2021,
Africa,Burkina Faso,4/26/2021,
Africa,Burkina Faso,4/27/2021,
Africa,Burkina Faso,4/28/2021,
Africa,Burkina Faso,4/29/2021,
Africa,Burkina Faso,4/30/2021,
Africa,Burundi,3/31/2020,
Africa,Burundi,4/1/2020,
Africa,Burundi,4/2/2020,
Africa,Burundi,4/3/2020,
Africa,Burundi,4/4/2020,
Africa,Burundi,4/5/2020,
Africa,Burundi,4/6/2020,
Africa,Burundi,4/7/2020,
Africa,Burundi,4/8/2020,
Africa,Burundi,4/9/2020,
Africa,Burundi,4/10/2020,
Africa,Burundi,4/11/2020,
Africa,Burundi,4/12/2020,
Africa,Burundi,4/13/2020,
Africa,Burundi,4/14/2020,
Africa,Burundi,4/15/2020,
Africa,Burundi,4/16/2020,
Africa,Burundi,4/17/2020,
Africa,Burundi,4/18/2020,
Africa,Burundi,4/19/2020,
Africa,Burundi,4/20/2020,
Africa,Burundi,4/21/2020,
Africa,Burundi,4/22/2020,
Africa,Burundi,4/23/2020,
Africa,Burundi,4/24/2020,
Africa,Burundi,4/25/2020,
Africa,Burundi,4/26/2020,
Africa,Burundi,4/27/2020,
Africa,Burundi,4/28/2020,
Africa,Burundi,4/29/2020,
Africa,Burundi,4/30/2020,
Africa,Burundi,5/1/2020,
Africa,Burundi,5/2/2020,
Africa,Burundi,5/3/2020,
Africa,Burundi,5/4/2020,
Africa,Burundi,5/5/2020,
Africa,Burundi,5/6/2020,
Africa,Burundi,5/7/2020,
Africa,Burundi,5/8/2020,
Africa,Burundi,5/9/2020,
Africa,Burundi,5/10/2020,
Africa,Burundi,5/11/2020,
Africa,Burundi,5/12/2020,
Africa,Burundi,5/13/2020,
Africa,Burundi,5/14/2020,
Africa,Burundi,5/15/2020,
Africa,Burundi,5/16/2020,
Africa,Burundi,5/17/2020,
Africa,Burundi,5/18/2020,
Africa,Burundi,5/19/2020,
Africa,Burundi,5/20/2020,
Africa,Burundi,5/21/2020,
Africa,Burundi,5/22/2020,
Africa,Burundi,5/23/2020,
Africa,Burundi,5/24/2020,
Africa,Burundi,5/25/2020,
Africa,Burundi,5/26/2020,
Africa,Burundi,5/27/2020,
Africa,Burundi,5/28/2020,
Africa,Burundi,5/29/2020,
Africa,Burundi,5/30/2020,
Africa,Burundi,5/31/2020,
Africa,Burundi,6/1/2020,
Africa,Burundi,6/2/2020,
Africa,Burundi,6/3/2020,
Africa,Burundi,6/4/2020,
Africa,Burundi,6/5/2020,
Africa,Burundi,6/6/2020,
Africa,Burundi,6/7/2020,
Africa,Burundi,6/8/2020,
Africa,Burundi,6/9/2020,
Africa,Burundi,6/10/2020,
Africa,Burundi,6/11/2020,
Africa,Burundi,6/12/2020,
Africa,Burundi,6/13/2020,
Africa,Burundi,6/14/2020,
Africa,Burundi,6/15/2020,
Africa,Burundi,6/16/2020,
Africa,Burundi,6/17/2020,
Africa,Burundi,6/18/2020,
Africa,Burundi,6/19/2020,
Africa,Burundi,6/20/2020,
Africa,Burundi,6/21/2020,
Africa,Burundi,6/22/2020,
Africa,Burundi,6/23/2020,
Africa,Burundi,6/24/2020,
Africa,Burundi,6/25/2020,
Africa,Burundi,6/26/2020,
Africa,Burundi,6/27/2020,
Africa,Burundi,6/28/2020,
Africa,Burundi,6/29/2020,
Africa,Burundi,6/30/2020,
Africa,Burundi,7/1/2020,
Africa,Burundi,7/2/2020,
Africa,Burundi,7/3/2020,
Africa,Burundi,7/4/2020,
Africa,Burundi,7/5/2020,
Africa,Burundi,7/6/2020,
Africa,Burundi,7/7/2020,
Africa,Burundi,7/8/2020,
Africa,Burundi,7/9/2020,
Africa,Burundi,7/10/2020,
Africa,Burundi,7/11/2020,
Africa,Burundi,7/12/2020,
Africa,Burundi,7/13/2020,
Africa,Burundi,7/14/2020,
Africa,Burundi,7/15/2020,
Africa,Burundi,7/16/2020,
Africa,Burundi,7/17/2020,
Africa,Burundi,7/18/2020,
Africa,Burundi,7/19/2020,
Africa,Burundi,7/20/2020,
Africa,Burundi,7/21/2020,
Africa,Burundi,7/22/2020,
Africa,Burundi,7/23/2020,
Africa,Burundi,7/24/2020,
Africa,Burundi,7/25/2020,
Africa,Burundi,7/26/2020,
Africa,Burundi,7/27/2020,
Africa,Burundi,7/28/2020,
Africa,Burundi,7/29/2020,
Africa,Burundi,7/30/2020,
Africa,Burundi,7/31/2020,
Africa,Burundi,8/1/2020,
Africa,Burundi,8/2/2020,
Africa,Burundi,8/3/2020,
Africa,Burundi,8/4/2020,
Africa,Burundi,8/5/2020,
Africa,Burundi,8/6/2020,
Africa,Burundi,8/7/2020,
Africa,Burundi,8/8/2020,
Africa,Burundi,8/9/2020,
Africa,Burundi,8/10/2020,
Africa,Burundi,8/11/2020,
Africa,Burundi,8/12/2020,
Africa,Burundi,8/13/2020,
Africa,Burundi,8/14/2020,
Africa,Burundi,8/15/2020,
Africa,Burundi,8/16/2020,
Africa,Burundi,8/17/2020,
Africa,Burundi,8/18/2020,
Africa,Burundi,8/19/2020,
Africa,Burundi,8/20/2020,
Africa,Burundi,8/21/2020,
Africa,Burundi,8/22/2020,
Africa,Burundi,8/23/2020,
Africa,Burundi,8/24/2020,
Africa,Burundi,8/25/2020,
Africa,Burundi,8/26/2020,
Africa,Burundi,8/27/2020,
Africa,Burundi,8/28/2020,
Africa,Burundi,8/29/2020,
Africa,Burundi,8/30/2020,
Africa,Burundi,8/31/2020,
Africa,Burundi,9/1/2020,
Africa,Burundi,9/2/2020,
Africa,Burundi,9/3/2020,
Africa,Burundi,9/4/2020,
Africa,Burundi,9/5/2020,
Africa,Burundi,9/6/2020,
Africa,Burundi,9/7/2020,
Africa,Burundi,9/8/2020,
Africa,Burundi,9/9/2020,
Africa,Burundi,9/10/2020,
Africa,Burundi,9/11/2020,
Africa,Burundi,9/12/2020,
Africa,Burundi,9/13/2020,
Africa,Burundi,9/14/2020,
Africa,Burundi,9/15/2020,
Africa,Burundi,9/16/2020,
Africa,Burundi,9/17/2020,
Africa,Burundi,9/18/2020,
Africa,Burundi,9/19/2020,
Africa,Burundi,9/20/2020,
Africa,Burundi,9/21/2020,
Africa,Burundi,9/22/2020,
Africa,Burundi,9/23/2020,
Africa,Burundi,9/24/2020,
Africa,Burundi,9/25/2020,
Africa,Burundi,9/26/2020,
Africa,Burundi,9/27/2020,
Africa,Burundi,9/28/2020,
Africa,Burundi,9/29/2020,
Africa,Burundi,9/30/2020,
Africa,Burundi,10/1/2020,
Africa,Burundi,10/2/2020,
Africa,Burundi,10/3/2020,
Africa,Burundi,10/4/2020,
Africa,Burundi,10/5/2020,
Africa,Burundi,10/6/2020,
Africa,Burundi,10/7/2020,
Africa,Burundi,10/8/2020,
Africa,Burundi,10/9/2020,
Africa,Burundi,10/10/2020,
Africa,Burundi,10/11/2020,
Africa,Burundi,10/12/2020,
Africa,Burundi,10/13/2020,
Africa,Burundi,10/14/2020,
Africa,Burundi,10/15/2020,
Africa,Burundi,10/16/2020,
Africa,Burundi,10/17/2020,
Africa,Burundi,10/18/2020,
Africa,Burundi,10/19/2020,
Africa,Burundi,10/20/2020,
Africa,Burundi,10/21/2020,
Africa,Burundi,10/22/2020,
Africa,Burundi,10/23/2020,
Africa,Burundi,10/24/2020,
Africa,Burundi,10/25/2020,
Africa,Burundi,10/26/2020,
Africa,Burundi,10/27/2020,
Africa,Burundi,10/28/2020,
Africa,Burundi,10/29/2020,
Africa,Burundi,10/30/2020,
Africa,Burundi,10/31/2020,
Africa,Burundi,11/1/2020,
Africa,Burundi,11/2/2020,
Africa,Burundi,11/3/2020,
Africa,Burundi,11/4/2020,
Africa,Burundi,11/5/2020,
Africa,Burundi,11/6/2020,
Africa,Burundi,11/7/2020,
Africa,Burundi,11/8/2020,
Africa,Burundi,11/9/2020,
Africa,Burundi,11/10/2020,
Africa,Burundi,11/11/2020,
Africa,Burundi,11/12/2020,
Africa,Burundi,11/13/2020,
Africa,Burundi,11/14/2020,
Africa,Burundi,11/15/2020,
Africa,Burundi,11/16/2020,
Africa,Burundi,11/17/2020,
Africa,Burundi,11/18/2020,
Africa,Burundi,11/19/2020,
Africa,Burundi,11/20/2020,
Africa,Burundi,11/21/2020,
Africa,Burundi,11/22/2020,
Africa,Burundi,11/23/2020,
Africa,Burundi,11/24/2020,
Africa,Burundi,11/25/2020,
Africa,Burundi,11/26/2020,
Africa,Burundi,11/27/2020,
Africa,Burundi,11/28/2020,
Africa,Burundi,11/29/2020,
Africa,Burundi,11/30/2020,
Africa,Burundi,12/1/2020,
Africa,Burundi,12/2/2020,
Africa,Burundi,12/3/2020,
Africa,Burundi,12/4/2020,
Africa,Burundi,12/5/2020,
Africa,Burundi,12/6/2020,
Africa,Burundi,12/7/2020,
Africa,Burundi,12/8/2020,
Africa,Burundi,12/9/2020,
Africa,Burundi,12/10/2020,
Africa,Burundi,12/11/2020,
Africa,Burundi,12/12/2020,
Africa,Burundi,12/13/2020,
Africa,Burundi,12/14/2020,
Africa,Burundi,12/15/2020,
Africa,Burundi,12/16/2020,
Africa,Burundi,12/17/2020,
Africa,Burundi,12/18/2020,
Africa,Burundi,12/19/2020,
Africa,Burundi,12/20/2020,
Africa,Burundi,12/21/2020,
Africa,Burundi,12/22/2020,
Africa,Burundi,12/23/2020,
Africa,Burundi,12/24/2020,
Africa,Burundi,12/25/2020,
Africa,Burundi,12/26/2020,
Africa,Burundi,12/27/2020,
Africa,Burundi,12/28/2020,
Africa,Burundi,12/29/2020,
Africa,Burundi,12/30/2020,
Africa,Burundi,12/31/2020,
Africa,Burundi,1/1/2021,
Africa,Burundi,1/2/2021,
Africa,Burundi,1/3/2021,
Africa,Burundi,1/4/2021,
Africa,Burundi,1/5/2021,
Africa,Burundi,1/6/2021,
Africa,Burundi,1/7/2021,
Africa,Burundi,1/8/2021,
Africa,Burundi,1/9/2021,
Africa,Burundi,1/10/2021,
Africa,Burundi,1/11/2021,
Africa,Burundi,1/12/2021,
Africa,Burundi,1/13/2021,
Africa,Burundi,1/14/2021,
Africa,Burundi,1/15/2021,
Africa,Burundi,1/16/2021,
Africa,Burundi,1/17/2021,
Africa,Burundi,1/18/2021,
Africa,Burundi,1/19/2021,
Africa,Burundi,1/20/2021,
Africa,Burundi,1/21/2021,
Africa,Burundi,1/22/2021,
Africa,Burundi,1/23/2021,
Africa,Burundi,1/24/2021,
Africa,Burundi,1/25/2021,
Africa,Burundi,1/26/2021,
Africa,Burundi,1/27/2021,
Africa,Burundi,1/28/2021,
Africa,Burundi,1/29/2021,
Africa,Burundi,1/30/2021,
Africa,Burundi,1/31/2021,
Africa,Burundi,2/1/2021,
Africa,Burundi,2/2/2021,
Africa,Burundi,2/3/2021,
Africa,Burundi,2/4/2021,
Africa,Burundi,2/5/2021,
Africa,Burundi,2/6/2021,
Africa,Burundi,2/7/2021,
Africa,Burundi,2/8/2021,
Africa,Burundi,2/9/2021,
Africa,Burundi,2/10/2021,
Africa,Burundi,2/11/2021,
Africa,Burundi,2/12/2021,
Africa,Burundi,2/13/2021,
Africa,Burundi,2/14/2021,
Africa,Burundi,2/15/2021,
Africa,Burundi,2/16/2021,
Africa,Burundi,2/17/2021,
Africa,Burundi,2/18/2021,
Africa,Burundi,2/19/2021,
Africa,Burundi,2/20/2021,
Africa,Burundi,2/21/2021,
Africa,Burundi,2/22/2021,
Africa,Burundi,2/23/2021,
Africa,Burundi,2/24/2021,
Africa,Burundi,2/25/2021,
Africa,Burundi,2/26/2021,
Africa,Burundi,2/27/2021,
Africa,Burundi,2/28/2021,
Africa,Burundi,3/1/2021,
Africa,Burundi,3/2/2021,
Africa,Burundi,3/3/2021,
Africa,Burundi,3/4/2021,
Africa,Burundi,3/5/2021,
Africa,Burundi,3/6/2021,
Africa,Burundi,3/7/2021,
Africa,Burundi,3/8/2021,
Africa,Burundi,3/9/2021,
Africa,Burundi,3/10/2021,
Africa,Burundi,3/11/2021,
Africa,Burundi,3/12/2021,
Africa,Burundi,3/13/2021,
Africa,Burundi,3/14/2021,
Africa,Burundi,3/15/2021,
Africa,Burundi,3/16/2021,
Africa,Burundi,3/17/2021,
Africa,Burundi,3/18/2021,
Africa,Burundi,3/19/2021,
Africa,Burundi,3/20/2021,
Africa,Burundi,3/21/2021,
Africa,Burundi,3/22/2021,
Africa,Burundi,3/23/2021,
Africa,Burundi,3/24/2021,
Africa,Burundi,3/25/2021,
Africa,Burundi,3/26/2021,
Africa,Burundi,3/27/2021,
Africa,Burundi,3/28/2021,
Africa,Burundi,3/29/2021,
Africa,Burundi,3/30/2021,
Africa,Burundi,3/31/2021,
Africa,Burundi,4/1/2021,
Africa,Burundi,4/2/2021,
Africa,Burundi,4/3/2021,
Africa,Burundi,4/4/2021,
Africa,Burundi,4/5/2021,
Africa,Burundi,4/6/2021,
Africa,Burundi,4/7/2021,
Africa,Burundi,4/8/2021,
Africa,Burundi,4/9/2021,
Africa,Burundi,4/10/2021,
Africa,Burundi,4/11/2021,
Africa,Burundi,4/12/2021,
Africa,Burundi,4/13/2021,
Africa,Burundi,4/14/2021,
Africa,Burundi,4/15/2021,
Africa,Burundi,4/16/2021,
Africa,Burundi,4/17/2021,
Africa,Burundi,4/18/2021,
Africa,Burundi,4/19/2021,
Africa,Burundi,4/20/2021,
Africa,Burundi,4/21/2021,
Africa,Burundi,4/22/2021,
Africa,Burundi,4/23/2021,
Africa,Burundi,4/24/2021,
Africa,Burundi,4/25/2021,
Africa,Burundi,4/26/2021,
Africa,Burundi,4/27/2021,
Africa,Burundi,4/28/2021,
Africa,Burundi,4/29/2021,
Africa,Burundi,4/30/2021,
Asia,Cambodia,1/27/2020,
Asia,Cambodia,1/28/2020,
Asia,Cambodia,1/29/2020,
Asia,Cambodia,1/30/2020,
Asia,Cambodia,1/31/2020,
Asia,Cambodia,2/1/2020,
Asia,Cambodia,2/2/2020,
Asia,Cambodia,2/3/2020,
Asia,Cambodia,2/4/2020,
Asia,Cambodia,2/5/2020,
Asia,Cambodia,2/6/2020,
Asia,Cambodia,2/7/2020,
Asia,Cambodia,2/8/2020,
Asia,Cambodia,2/9/2020,
Asia,Cambodia,2/10/2020,
Asia,Cambodia,2/11/2020,
Asia,Cambodia,2/12/2020,
Asia,Cambodia,2/13/2020,
Asia,Cambodia,2/14/2020,
Asia,Cambodia,2/15/2020,
Asia,Cambodia,2/16/2020,
Asia,Cambodia,2/17/2020,
Asia,Cambodia,2/18/2020,
Asia,Cambodia,2/19/2020,
Asia,Cambodia,2/20/2020,
Asia,Cambodia,2/21/2020,
Asia,Cambodia,2/22/2020,
Asia,Cambodia,2/23/2020,
Asia,Cambodia,2/24/2020,
Asia,Cambodia,2/25/2020,
Asia,Cambodia,2/26/2020,
Asia,Cambodia,2/27/2020,
Asia,Cambodia,2/28/2020,
Asia,Cambodia,2/29/2020,
Asia,Cambodia,3/1/2020,
Asia,Cambodia,3/2/2020,
Asia,Cambodia,3/3/2020,
Asia,Cambodia,3/4/2020,
Asia,Cambodia,3/5/2020,
Asia,Cambodia,3/6/2020,
Asia,Cambodia,3/7/2020,
Asia,Cambodia,3/8/2020,
Asia,Cambodia,3/9/2020,
Asia,Cambodia,3/10/2020,
Asia,Cambodia,3/11/2020,
Asia,Cambodia,3/12/2020,
Asia,Cambodia,3/13/2020,
Asia,Cambodia,3/14/2020,
Asia,Cambodia,3/15/2020,
Asia,Cambodia,3/16/2020,
Asia,Cambodia,3/17/2020,
Asia,Cambodia,3/18/2020,
Asia,Cambodia,3/19/2020,
Asia,Cambodia,3/20/2020,
Asia,Cambodia,3/21/2020,
Asia,Cambodia,3/22/2020,
Asia,Cambodia,3/23/2020,
Asia,Cambodia,3/24/2020,
Asia,Cambodia,3/25/2020,
Asia,Cambodia,3/26/2020,
Asia,Cambodia,3/27/2020,
Asia,Cambodia,3/28/2020,
Asia,Cambodia,3/29/2020,
Asia,Cambodia,3/30/2020,
Asia,Cambodia,3/31/2020,
Asia,Cambodia,4/1/2020,
Asia,Cambodia,4/2/2020,
Asia,Cambodia,4/3/2020,
Asia,Cambodia,4/4/2020,
Asia,Cambodia,4/5/2020,
Asia,Cambodia,4/6/2020,
Asia,Cambodia,4/7/2020,
Asia,Cambodia,4/8/2020,
Asia,Cambodia,4/9/2020,
Asia,Cambodia,4/10/2020,
Asia,Cambodia,4/11/2020,
Asia,Cambodia,4/12/2020,
Asia,Cambodia,4/13/2020,
Asia,Cambodia,4/14/2020,
Asia,Cambodia,4/15/2020,
Asia,Cambodia,4/16/2020,
Asia,Cambodia,4/17/2020,
